kind,routePath,concretePath,isDynamic,preferredUrl,localhostUrl,orgSubdomainUrl,adminHostUrl,sourceFile,surfaceOwner,accessPattern,queryShape,fallbackBehavior,invalidationDependency,priority,directReadCount,rpcCount,fromCount,sharedLoaderCount,shellBundleCount,promiseAllCount,withServerPerfCount,hasLocalMapCache,hasTimeoutFallback,hasStaleWindow,classificationNotes,notes
page,/admin/hr/org-chart,/admin/hr/org-chart,false,http://localhost:3000/admin/hr/org-chart,http://localhost:3000/admin/hr/org-chart,http://demo.localhost:3000/admin/hr/org-chart,http://admin.localhost:3000/admin/hr/org-chart,apps/web/src/app/(main)/admin/hr/org-chart/page.tsx,admin,shared page-data cache,single,none,shared invalidation,medium,0,0,0,2,1,0,2,false,false,false,uses shell bundle; shared loaders:1,
page,/admin/hr/performance,/admin/hr/performance,false,http://localhost:3000/admin/hr/performance,http://localhost:3000/admin/hr/performance,http://demo.localhost:3000/admin/hr/performance,http://admin.localhost:3000/admin/hr/performance,apps/web/src/app/(main)/admin/hr/performance/page.tsx,admin,shared page-data cache,single,none,shared invalidation,medium,0,0,0,2,1,0,2,false,false,false,uses shell bundle; shared loaders:1,
page,/admin/hr/performance/[cycleId],/admin/hr/performance/example,true,http://localhost:3000/admin/hr/performance/example,http://localhost:3000/admin/hr/performance/example,http://demo.localhost:3000/admin/hr/performance/example,http://admin.localhost:3000/admin/hr/performance/example,apps/web/src/app/(main)/admin/hr/performance/[cycleId]/page.tsx,admin,mixed,fan-out,timeout fallback,mixed,high,1,1,0,1,1,1,4,false,true,false,uses shell bundle; direct reads:1; promiseAll:1; timeout path,"Dynamic route converted with placeholder ""example"""
page,/admin/integrations,/admin/integrations,false,http://localhost:3000/admin/integrations,http://localhost:3000/admin/integrations,http://demo.localhost:3000/admin/integrations,http://admin.localhost:3000/admin/integrations,apps/web/src/app/(main)/admin/integrations/page.tsx,admin,direct query,single,none,none,medium,1,1,0,0,0,0,0,false,false,false,direct reads:1,
page,/admin/interviews,/admin/interviews,false,http://localhost:3000/admin/interviews,http://localhost:3000/admin/interviews,http://demo.localhost:3000/admin/interviews,http://admin.localhost:3000/admin/interviews,apps/web/src/app/(main)/admin/interviews/page.tsx,admin,shared page-data cache,single,none,shared invalidation,medium,0,0,0,2,1,0,1,false,false,false,uses shell bundle; shared loaders:1,
page,/admin/jobs,/admin/jobs,false,http://localhost:3000/admin/jobs,http://localhost:3000/admin/jobs,http://demo.localhost:3000/admin/jobs,http://admin.localhost:3000/admin/jobs,apps/web/src/app/(main)/admin/jobs/page.tsx,admin,mixed,fan-out,manual local cache,mixed,high,1,0,1,2,1,1,1,true,false,false,uses shell bundle; shared loaders:1; direct reads:1; promiseAll:1; local Map cache,
page,/admin/jobs/[id]/admin-legal,/admin/jobs/example/admin-legal,true,http://localhost:3000/admin/jobs/example/admin-legal,http://localhost:3000/admin/jobs/example/admin-legal,http://demo.localhost:3000/admin/jobs/example/admin-legal,http://admin.localhost:3000/admin/jobs/example/admin-legal,apps/web/src/app/(main)/admin/jobs/[id]/admin-legal/page.tsx,admin,none,fan-out,none,unclear,high,0,0,0,0,0,1,0,false,false,false,promiseAll:1,"Dynamic route converted with placeholder ""example"""
page,/admin/jobs/[id]/applications,/admin/jobs/example/applications,true,http://localhost:3000/admin/jobs/example/applications,http://localhost:3000/admin/jobs/example/applications,http://demo.localhost:3000/admin/jobs/example/applications,http://admin.localhost:3000/admin/jobs/example/applications,apps/web/src/app/(main)/admin/jobs/[id]/applications/page.tsx,admin,mixed,fan-out,manual local cache,mixed,high,1,1,0,1,1,1,5,true,false,false,uses shell bundle; direct reads:1; promiseAll:1; local Map cache,"Dynamic route converted with placeholder ""example"""
page,/admin/jobs/[id]/edit,/admin/jobs/example/edit,true,http://localhost:3000/admin/jobs/example/edit,http://localhost:3000/admin/jobs/example/edit,http://demo.localhost:3000/admin/jobs/example/edit,http://admin.localhost:3000/admin/jobs/example/edit,apps/web/src/app/(main)/admin/jobs/[id]/edit/page.tsx,admin,direct query,fan-out,none,none,high,3,2,1,0,0,1,0,false,false,false,direct reads:3; promiseAll:1,"Dynamic route converted with placeholder ""example"""
page,/admin/leave,/admin/leave,false,http://localhost:3000/admin/leave,http://localhost:3000/admin/leave,http://demo.localhost:3000/admin/leave,http://admin.localhost:3000/admin/leave,apps/web/src/app/(main)/admin/leave/page.tsx,admin,indirect/unclear,fan-out,none,unclear,high,0,0,0,0,0,1,4,false,false,false,promiseAll:1,
page,/admin/notifications,/admin/notifications,false,http://localhost:3000/admin/notifications,http://localhost:3000/admin/notifications,http://demo.localhost:3000/admin/notifications,http://admin.localhost:3000/admin/notifications,apps/web/src/app/(main)/admin/notifications/page.tsx,admin,direct query,single,none,none,medium,1,1,0,0,0,0,0,false,false,false,direct reads:1,
page,/admin/offer-templates,/admin/offer-templates,false,http://localhost:3000/admin/offer-templates,http://localhost:3000/admin/offer-templates,http://demo.localhost:3000/admin/offer-templates,http://admin.localhost:3000/admin/offer-templates,apps/web/src/app/(main)/admin/offer-templates/page.tsx,admin,shell bundle,single,none,shared invalidation,low,0,0,0,1,1,0,0,false,false,false,uses shell bundle,
page,/admin/offer-templates/[id]/edit,/admin/offer-templates/example/edit,true,http://localhost:3000/admin/offer-templates/example/edit,http://localhost:3000/admin/offer-templates/example/edit,http://demo.localhost:3000/admin/offer-templates/example/edit,http://admin.localhost:3000/admin/offer-templates/example/edit,apps/web/src/app/(main)/admin/offer-templates/[id]/edit/page.tsx,admin,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,"Dynamic route converted with placeholder ""example"""
page,/admin/offer-templates/new,/admin/offer-templates/new,false,http://localhost:3000/admin/offer-templates/new,http://localhost:3000/admin/offer-templates/new,http://demo.localhost:3000/admin/offer-templates/new,http://admin.localhost:3000/admin/offer-templates/new,apps/web/src/app/(main)/admin/offer-templates/new/page.tsx,admin,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/admin/pending,/admin/pending,false,http://localhost:3000/admin/pending,http://localhost:3000/admin/pending,http://demo.localhost:3000/admin/pending,http://admin.localhost:3000/admin/pending,apps/web/src/app/(main)/admin/pending/page.tsx,admin,indirect/unclear,indirect/unclear,none,unclear,medium,0,0,0,0,0,0,3,false,false,false,,
page,/admin/privacy,/admin/privacy,false,http://localhost:3000/admin/privacy,http://localhost:3000/admin/privacy,http://demo.localhost:3000/admin/privacy,http://admin.localhost:3000/admin/privacy,apps/web/src/app/(main)/admin/privacy/page.tsx,admin,indirect/unclear,indirect/unclear,none,unclear,medium,0,0,0,0,0,0,2,false,false,false,,
page,/admin/recruitment,/admin/recruitment,false,http://localhost:3000/admin/recruitment,http://localhost:3000/admin/recruitment,http://demo.localhost:3000/admin/recruitment,http://admin.localhost:3000/admin/recruitment,apps/web/src/app/(main)/admin/recruitment/page.tsx,admin,shell bundle,single,none,shared invalidation,low,0,0,0,1,1,0,0,false,false,false,uses shell bundle,
page,/admin/recruitment/[id],/admin/recruitment/example,true,http://localhost:3000/admin/recruitment/example,http://localhost:3000/admin/recruitment/example,http://demo.localhost:3000/admin/recruitment/example,http://admin.localhost:3000/admin/recruitment/example,apps/web/src/app/(main)/admin/recruitment/[id]/page.tsx,admin,mixed,fan-out,none,mixed,high,1,0,1,1,1,1,0,false,false,false,uses shell bundle; direct reads:1; promiseAll:1,"Dynamic route converted with placeholder ""example"""
page,/admin/roles,/admin/roles,false,http://localhost:3000/admin/roles,http://localhost:3000/admin/roles,http://demo.localhost:3000/admin/roles,http://admin.localhost:3000/admin/roles,apps/web/src/app/(main)/admin/roles/page.tsx,admin,indirect/unclear,indirect/unclear,none,unclear,medium,0,0,0,0,0,0,2,false,false,false,,
page,/admin/rota,/admin/rota,false,http://localhost:3000/admin/rota,http://localhost:3000/admin/rota,http://demo.localhost:3000/admin/rota,http://admin.localhost:3000/admin/rota,apps/web/src/app/(main)/admin/rota/page.tsx,admin,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/admin/rota-import,/admin/rota-import,false,http://localhost:3000/admin/rota-import,http://localhost:3000/admin/rota-import,http://demo.localhost:3000/admin/rota-import,http://admin.localhost:3000/admin/rota-import,apps/web/src/app/(main)/admin/rota-import/page.tsx,admin,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/admin/scan-logs,/admin/scan-logs,false,http://localhost:3000/admin/scan-logs,http://localhost:3000/admin/scan-logs,http://demo.localhost:3000/admin/scan-logs,http://admin.localhost:3000/admin/scan-logs,apps/web/src/app/(main)/admin/scan-logs/page.tsx,admin,direct query,single,none,none,medium,1,0,1,0,0,0,0,false,false,false,direct reads:1,
page,/admin/settings,/admin/settings,false,http://localhost:3000/admin/settings,http://localhost:3000/admin/settings,http://demo.localhost:3000/admin/settings,http://admin.localhost:3000/admin/settings,apps/web/src/app/(main)/admin/settings/page.tsx,admin,direct query,single,none,none,medium,1,1,0,0,0,0,0,false,false,false,direct reads:1,
page,/admin/sub-teams,/admin/sub-teams,false,http://localhost:3000/admin/sub-teams,http://localhost:3000/admin/sub-teams,http://demo.localhost:3000/admin/sub-teams,http://admin.localhost:3000/admin/sub-teams,apps/web/src/app/(main)/admin/sub-teams/page.tsx,admin,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/admin/system-overview,/admin/system-overview,false,http://localhost:3000/admin/system-overview,http://localhost:3000/admin/system-overview,http://demo.localhost:3000/admin/system-overview,http://admin.localhost:3000/admin/system-overview,apps/web/src/app/(main)/admin/system-overview/page.tsx,admin,indirect/unclear,org-wide aggregate,none,unclear,high,0,0,0,0,0,1,4,false,false,false,promiseAll:1,
page,/admin/teams,/admin/teams,false,http://localhost:3000/admin/teams,http://localhost:3000/admin/teams,http://demo.localhost:3000/admin/teams,http://admin.localhost:3000/admin/teams,apps/web/src/app/(main)/admin/teams/page.tsx,admin,direct query,org-wide aggregate,none,none,high,1,1,0,0,0,0,0,false,false,false,direct reads:1,
page,/admin/users,/admin/users,false,http://localhost:3000/admin/users,http://localhost:3000/admin/users,http://demo.localhost:3000/admin/users,http://admin.localhost:3000/admin/users,apps/web/src/app/(main)/admin/users/page.tsx,admin,direct query,fan-out,stale data + manual local cache,TTL-only/local cache,high,3,1,2,0,0,1,8,true,false,true,direct reads:3; promiseAll:1; local Map cache; stale window,
page,/attendance,/attendance,false,http://localhost:3000/attendance,http://localhost:3000/attendance,http://demo.localhost:3000/attendance,http://admin.localhost:3000/attendance,apps/web/src/app/(main)/attendance/page.tsx,main,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/auth/callback,/auth/callback,false,http://localhost:3000/auth/callback,http://localhost:3000/auth/callback,http://demo.localhost:3000/auth/callback,http://admin.localhost:3000/auth/callback,apps/web/src/app/auth/callback/page.tsx,root,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/auth/set-password,/auth/set-password,false,http://localhost:3000/auth/set-password,http://localhost:3000/auth/set-password,http://demo.localhost:3000/auth/set-password,http://admin.localhost:3000/auth/set-password,apps/web/src/app/auth/set-password/page.tsx,root,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/broadcasts,/broadcasts,false,http://localhost:3000/broadcasts,http://localhost:3000/broadcasts,http://demo.localhost:3000/broadcasts,http://admin.localhost:3000/broadcasts,apps/web/src/app/(main)/broadcasts/page.tsx,main,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/broadcasts/[id],/broadcasts/example,true,http://localhost:3000/broadcasts/example,http://localhost:3000/broadcasts/example,http://demo.localhost:3000/broadcasts/example,http://admin.localhost:3000/broadcasts/example,apps/web/src/app/(main)/broadcasts/[id]/page.tsx,main,direct query,fan-out,none,none,high,8,3,5,0,0,1,0,false,false,false,direct reads:8; promiseAll:1,"Dynamic route converted with placeholder ""example"""
page,/broadcasts/[id]/edit,/broadcasts/example/edit,true,http://localhost:3000/broadcasts/example/edit,http://localhost:3000/broadcasts/example/edit,http://demo.localhost:3000/broadcasts/example/edit,http://admin.localhost:3000/broadcasts/example/edit,apps/web/src/app/(main)/broadcasts/[id]/edit/page.tsx,main,direct query,fan-out,none,none,high,1,1,0,0,0,1,0,false,false,false,direct reads:1; promiseAll:1,"Dynamic route converted with placeholder ""example"""
page,/calendar,/calendar,false,http://localhost:3000/calendar,http://localhost:3000/calendar,http://demo.localhost:3000/calendar,http://admin.localhost:3000/calendar,apps/web/src/app/(main)/calendar/page.tsx,main,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/dashboard,/dashboard,false,http://localhost:3000/dashboard,http://localhost:3000/dashboard,http://demo.localhost:3000/dashboard,http://admin.localhost:3000/dashboard,apps/web/src/app/(main)/dashboard/page.tsx,main,shell bundle,single,none,shared invalidation,low,0,0,0,1,1,0,4,false,false,false,uses shell bundle,
page,/discount,/discount,false,http://localhost:3000/discount,http://localhost:3000/discount,http://demo.localhost:3000/discount,http://admin.localhost:3000/discount,apps/web/src/app/(main)/discount/page.tsx,main,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/discount/scan,/discount/scan,false,http://localhost:3000/discount/scan,http://localhost:3000/discount/scan,http://demo.localhost:3000/discount/scan,http://admin.localhost:3000/discount/scan,apps/web/src/app/(main)/discount/scan/page.tsx,main,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/finance,/finance,false,http://localhost:3000/finance,http://localhost:3000/finance,http://demo.localhost:3000/finance,http://admin.localhost:3000/finance,apps/web/src/app/(main)/finance/page.tsx,main,direct query,single,none,none,medium,1,0,1,0,0,0,0,false,false,false,direct reads:1,
page,/finance/attendance-settings,/finance/attendance-settings,false,http://localhost:3000/finance/attendance-settings,http://localhost:3000/finance/attendance-settings,http://demo.localhost:3000/finance/attendance-settings,http://admin.localhost:3000/finance/attendance-settings,apps/web/src/app/(main)/finance/attendance-settings/page.tsx,main,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/finance/timesheets,/finance/timesheets,false,http://localhost:3000/finance/timesheets,http://localhost:3000/finance/timesheets,http://demo.localhost:3000/finance/timesheets,http://admin.localhost:3000/finance/timesheets,apps/web/src/app/(main)/finance/timesheets/page.tsx,main,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/finance/wagesheets,/finance/wagesheets,false,http://localhost:3000/finance/wagesheets,http://localhost:3000/finance/wagesheets,http://demo.localhost:3000/finance/wagesheets,http://admin.localhost:3000/finance/wagesheets,apps/web/src/app/(main)/finance/wagesheets/page.tsx,main,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/forgot-password,/forgot-password,false,http://localhost:3000/forgot-password,http://localhost:3000/forgot-password,http://demo.localhost:3000/forgot-password,http://admin.localhost:3000/forgot-password,apps/web/src/app/(auth)/forgot-password/page.tsx,auth,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/founders,/founders,false,http://admin.localhost:3000/founders,http://localhost:3000/founders,http://demo.localhost:3000/founders,http://admin.localhost:3000/founders,apps/web/src/app/(founders)/founders/page.tsx,founders,direct query,fan-out,none,none,medium,8,7,1,0,0,2,0,false,false,false,direct reads:8; promiseAll:2,
page,/hr,/hr,false,http://localhost:3000/hr,http://localhost:3000/hr,http://demo.localhost:3000/hr,http://admin.localhost:3000/hr,apps/web/src/app/(main)/hr/page.tsx,hr,shell bundle,single,none,shared invalidation,low,0,0,0,1,1,0,0,false,false,false,uses shell bundle,
page,/hr/absence-reporting,/hr/absence-reporting,false,http://localhost:3000/hr/absence-reporting,http://localhost:3000/hr/absence-reporting,http://demo.localhost:3000/hr/absence-reporting,http://admin.localhost:3000/hr/absence-reporting,apps/web/src/app/(main)/hr/absence-reporting/page.tsx,hr,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/hr/applications,/hr/applications,false,http://localhost:3000/hr/applications,http://localhost:3000/hr/applications,http://demo.localhost:3000/hr/applications,http://admin.localhost:3000/hr/applications,apps/web/src/app/(main)/hr/applications/page.tsx,hr,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/hr/attendance-settings,/hr/attendance-settings,false,http://localhost:3000/hr/attendance-settings,http://localhost:3000/hr/attendance-settings,http://demo.localhost:3000/hr/attendance-settings,http://admin.localhost:3000/hr/attendance-settings,apps/web/src/app/(main)/hr/attendance-settings/page.tsx,hr,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/hr/custom-fields,/hr/custom-fields,false,http://localhost:3000/hr/custom-fields,http://localhost:3000/hr/custom-fields,http://demo.localhost:3000/hr/custom-fields,http://admin.localhost:3000/hr/custom-fields,apps/web/src/app/(main)/hr/custom-fields/page.tsx,hr,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/hr/finance,/hr/finance,false,http://localhost:3000/hr/finance,http://localhost:3000/hr/finance,http://demo.localhost:3000/hr/finance,http://admin.localhost:3000/hr/finance,apps/web/src/app/(main)/hr/finance/page.tsx,hr,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/hr/hiring,/hr/hiring,false,http://localhost:3000/hr/hiring,http://localhost:3000/hr/hiring,http://demo.localhost:3000/hr/hiring,http://admin.localhost:3000/hr/hiring,apps/web/src/app/(main)/hr/hiring/page.tsx,hr,shell bundle,single,none,shared invalidation,low,0,0,0,1,1,0,0,false,false,false,uses shell bundle,
page,/hr/hiring/application-forms,/hr/hiring/application-forms,false,http://localhost:3000/hr/hiring/application-forms,http://localhost:3000/hr/hiring/application-forms,http://demo.localhost:3000/hr/hiring/application-forms,http://admin.localhost:3000/hr/hiring/application-forms,apps/web/src/app/(main)/hr/hiring/application-forms/page.tsx,hr,none,fan-out,manual local cache,TTL-only/local cache,high,0,0,0,0,0,2,0,true,false,false,promiseAll:2; local Map cache,
page,/hr/hiring/application-forms/[id]/edit,/hr/hiring/application-forms/example/edit,true,http://localhost:3000/hr/hiring/application-forms/example/edit,http://localhost:3000/hr/hiring/application-forms/example/edit,http://demo.localhost:3000/hr/hiring/application-forms/example/edit,http://admin.localhost:3000/hr/hiring/application-forms/example/edit,apps/web/src/app/(main)/hr/hiring/application-forms/[id]/edit/page.tsx,hr,none,fan-out,none,unclear,high,0,0,0,0,0,1,0,false,false,false,promiseAll:1,"Dynamic route converted with placeholder ""example"""
page,/hr/hiring/application-forms/[id]/preview,/hr/hiring/application-forms/example/preview,true,http://localhost:3000/hr/hiring/application-forms/example/preview,http://localhost:3000/hr/hiring/application-forms/example/preview,http://demo.localhost:3000/hr/hiring/application-forms/example/preview,http://admin.localhost:3000/hr/hiring/application-forms/example/preview,apps/web/src/app/(main)/hr/hiring/application-forms/[id]/preview/page.tsx,hr,direct query,fan-out,none,none,high,1,0,1,0,0,1,0,false,false,false,direct reads:1; promiseAll:1,"Dynamic route converted with placeholder ""example"""
page,/hr/hiring/applications,/hr/hiring/applications,false,http://localhost:3000/hr/hiring/applications,http://localhost:3000/hr/hiring/applications,http://demo.localhost:3000/hr/hiring/applications,http://admin.localhost:3000/hr/hiring/applications,apps/web/src/app/(main)/hr/hiring/applications/page.tsx,hr,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/hr/hiring/interviews,/hr/hiring/interviews,false,http://localhost:3000/hr/hiring/interviews,http://localhost:3000/hr/hiring/interviews,http://demo.localhost:3000/hr/hiring/interviews,http://admin.localhost:3000/hr/hiring/interviews,apps/web/src/app/(main)/hr/hiring/interviews/page.tsx,hr,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/hr/hiring/jobs,/hr/hiring/jobs,false,http://localhost:3000/hr/hiring/jobs,http://localhost:3000/hr/hiring/jobs,http://demo.localhost:3000/hr/hiring/jobs,http://admin.localhost:3000/hr/hiring/jobs,apps/web/src/app/(main)/hr/hiring/jobs/page.tsx,hr,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/hr/hiring/new-request,/hr/hiring/new-request,false,http://localhost:3000/hr/hiring/new-request,http://localhost:3000/hr/hiring/new-request,http://demo.localhost:3000/hr/hiring/new-request,http://admin.localhost:3000/hr/hiring/new-request,apps/web/src/app/(main)/hr/hiring/new-request/page.tsx,hr,mixed,fan-out,none,mixed,high,5,0,5,1,1,2,0,false,false,false,uses shell bundle; direct reads:5; promiseAll:2,
page,/hr/hiring/requests,/hr/hiring/requests,false,http://localhost:3000/hr/hiring/requests,http://localhost:3000/hr/hiring/requests,http://demo.localhost:3000/hr/hiring/requests,http://admin.localhost:3000/hr/hiring/requests,apps/web/src/app/(main)/hr/hiring/requests/page.tsx,hr,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
page,/hr/hiring/requests/[id],/hr/hiring/requests/example,true,http://localhost:3000/hr/hiring/requests/example,http://localhost:3000/hr/hiring/requests/example,http://demo.localhost:3000/hr/hiring/requests/example,http://admin.localhost:3000/hr/hiring/requests/example,apps/web/src/app/(main)/hr/hiring/requests/[id]/page.tsx,hr,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,"Dynamic route converted with placeholder ""example"""
page,/hr/hiring/templates,/hr/hiring/templates,false,http://localhost:3000/hr/hiring/templates,http://localhost:3000/hr/hiring/templates,http://demo.localhost:3000/hr/hiring/templates,http://admin.localhost:3000/hr/hiring/templates,apps/web/src/app/(main)/hr/hiring/templates/page.tsx,hr,none,none,none,unclear,low,0,0,0,0,0,0,0,false,false,false,,
