kind,routePath,concretePath,isDynamic,preferredUrl,localhostUrl,orgSubdomainUrl,adminHostUrl,sourceFile,notes
page,/admin/hr/onboarding/[runId],/admin/hr/onboarding/example,true,http://localhost:3000/admin/hr/onboarding/example,http://localhost:3000/admin/hr/onboarding/example,http://demo.localhost:3000/admin/hr/onboarding/example,http://admin.localhost:3000/admin/hr/onboarding/example,apps/web/src/app/(main)/admin/hr/onboarding/[runId]/page.tsx,"Dynamic route converted with placeholder ""example"""
page,/admin/hr/one-on-ones,/admin/hr/one-on-ones,false,http://localhost:3000/admin/hr/one-on-ones,http://localhost:3000/admin/hr/one-on-ones,http://demo.localhost:3000/admin/hr/one-on-ones,http://admin.localhost:3000/admin/hr/one-on-ones,apps/web/src/app/(main)/admin/hr/one-on-ones/page.tsx,
page,/admin/hr/org-chart,/admin/hr/org-chart,false,http://localhost:3000/admin/hr/org-chart,http://localhost:3000/admin/hr/org-chart,http://demo.localhost:3000/admin/hr/org-chart,http://admin.localhost:3000/admin/hr/org-chart,apps/web/src/app/(main)/admin/hr/org-chart/page.tsx,
page,/admin/hr/performance,/admin/hr/performance,false,http://localhost:3000/admin/hr/performance,http://localhost:3000/admin/hr/performance,http://demo.localhost:3000/admin/hr/performance,http://admin.localhost:3000/admin/hr/performance,apps/web/src/app/(main)/admin/hr/performance/page.tsx,
page,/admin/hr/performance/[cycleId],/admin/hr/performance/example,true,http://localhost:3000/admin/hr/performance/example,http://localhost:3000/admin/hr/performance/example,http://demo.localhost:3000/admin/hr/performance/example,http://admin.localhost:3000/admin/hr/performance/example,apps/web/src/app/(main)/admin/hr/performance/[cycleId]/page.tsx,"Dynamic route converted with placeholder ""example"""
page,/admin/integrations,/admin/integrations,false,http://localhost:3000/admin/integrations,http://localhost:3000/admin/integrations,http://demo.localhost:3000/admin/integrations,http://admin.localhost:3000/admin/integrations,apps/web/src/app/(main)/admin/integrations/page.tsx,
page,/admin/interviews,/admin/interviews,false,http://localhost:3000/admin/interviews,http://localhost:3000/admin/interviews,http://demo.localhost:3000/admin/interviews,http://admin.localhost:3000/admin/interviews,apps/web/src/app/(main)/admin/interviews/page.tsx,
page,/admin/jobs,/admin/jobs,false,http://localhost:3000/admin/jobs,http://localhost:3000/admin/jobs,http://demo.localhost:3000/admin/jobs,http://admin.localhost:3000/admin/jobs,apps/web/src/app/(main)/admin/jobs/page.tsx,
page,/admin/jobs/[id]/applications,/admin/jobs/example/applications,true,http://localhost:3000/admin/jobs/example/applications,http://localhost:3000/admin/jobs/example/applications,http://demo.localhost:3000/admin/jobs/example/applications,http://admin.localhost:3000/admin/jobs/example/applications,apps/web/src/app/(main)/admin/jobs/[id]/applications/page.tsx,"Dynamic route converted with placeholder ""example"""
page,/admin/jobs/[id]/edit,/admin/jobs/example/edit,true,http://localhost:3000/admin/jobs/example/edit,http://localhost:3000/admin/jobs/example/edit,http://demo.localhost:3000/admin/jobs/example/edit,http://admin.localhost:3000/admin/jobs/example/edit,apps/web/src/app/(main)/admin/jobs/[id]/edit/page.tsx,"Dynamic route converted with placeholder ""example"""
page,/admin/leave,/admin/leave,false,http://localhost:3000/admin/leave,http://localhost:3000/admin/leave,http://demo.localhost:3000/admin/leave,http://admin.localhost:3000/admin/leave,apps/web/src/app/(main)/admin/leave/page.tsx,
page,/admin/notifications,/admin/notifications,false,http://localhost:3000/admin/notifications,http://localhost:3000/admin/notifications,http://demo.localhost:3000/admin/notifications,http://admin.localhost:3000/admin/notifications,apps/web/src/app/(main)/admin/notifications/page.tsx,
page,/admin/offer-templates,/admin/offer-templates,false,http://localhost:3000/admin/offer-templates,http://localhost:3000/admin/offer-templates,http://demo.localhost:3000/admin/offer-templates,http://admin.localhost:3000/admin/offer-templates,apps/web/src/app/(main)/admin/offer-templates/page.tsx,
page,/admin/offer-templates/[id]/edit,/admin/offer-templates/example/edit,true,http://localhost:3000/admin/offer-templates/example/edit,http://localhost:3000/admin/offer-templates/example/edit,http://demo.localhost:3000/admin/offer-templates/example/edit,http://admin.localhost:3000/admin/offer-templates/example/edit,apps/web/src/app/(main)/admin/offer-templates/[id]/edit/page.tsx,"Dynamic route converted with placeholder ""example"""
page,/admin/offer-templates/new,/admin/offer-templates/new,false,http://localhost:3000/admin/offer-templates/new,http://localhost:3000/admin/offer-templates/new,http://demo.localhost:3000/admin/offer-templates/new,http://admin.localhost:3000/admin/offer-templates/new,apps/web/src/app/(main)/admin/offer-templates/new/page.tsx,
page,/admin/pending,/admin/pending,false,http://localhost:3000/admin/pending,http://localhost:3000/admin/pending,http://demo.localhost:3000/admin/pending,http://admin.localhost:3000/admin/pending,apps/web/src/app/(main)/admin/pending/page.tsx,
page,/admin/privacy,/admin/privacy,false,http://localhost:3000/admin/privacy,http://localhost:3000/admin/privacy,http://demo.localhost:3000/admin/privacy,http://admin.localhost:3000/admin/privacy,apps/web/src/app/(main)/admin/privacy/page.tsx,
page,/admin/recruitment,/admin/recruitment,false,http://localhost:3000/admin/recruitment,http://localhost:3000/admin/recruitment,http://demo.localhost:3000/admin/recruitment,http://admin.localhost:3000/admin/recruitment,apps/web/src/app/(main)/admin/recruitment/page.tsx,
page,/admin/recruitment/[id],/admin/recruitment/example,true,http://localhost:3000/admin/recruitment/example,http://localhost:3000/admin/recruitment/example,http://demo.localhost:3000/admin/recruitment/example,http://admin.localhost:3000/admin/recruitment/example,apps/web/src/app/(main)/admin/recruitment/[id]/page.tsx,"Dynamic route converted with placeholder ""example"""
page,/admin/roles,/admin/roles,false,http://localhost:3000/admin/roles,http://localhost:3000/admin/roles,http://demo.localhost:3000/admin/roles,http://admin.localhost:3000/admin/roles,apps/web/src/app/(main)/admin/roles/page.tsx,
page,/admin/rota,/admin/rota,false,http://localhost:3000/admin/rota,http://localhost:3000/admin/rota,http://demo.localhost:3000/admin/rota,http://admin.localhost:3000/admin/rota,apps/web/src/app/(main)/admin/rota/page.tsx,
page,/admin/rota-import,/admin/rota-import,false,http://localhost:3000/admin/rota-import,http://localhost:3000/admin/rota-import,http://demo.localhost:3000/admin/rota-import,http://admin.localhost:3000/admin/rota-import,apps/web/src/app/(main)/admin/rota-import/page.tsx,
page,/admin/scan-logs,/admin/scan-logs,false,http://localhost:3000/admin/scan-logs,http://localhost:3000/admin/scan-logs,http://demo.localhost:3000/admin/scan-logs,http://admin.localhost:3000/admin/scan-logs,apps/web/src/app/(main)/admin/scan-logs/page.tsx,
page,/admin/settings,/admin/settings,false,http://localhost:3000/admin/settings,http://localhost:3000/admin/settings,http://demo.localhost:3000/admin/settings,http://admin.localhost:3000/admin/settings,apps/web/src/app/(main)/admin/settings/page.tsx,
page,/admin/sub-teams,/admin/sub-teams,false,http://localhost:3000/admin/sub-teams,http://localhost:3000/admin/sub-teams,http://demo.localhost:3000/admin/sub-teams,http://admin.localhost:3000/admin/sub-teams,apps/web/src/app/(main)/admin/sub-teams/page.tsx,
page,/admin/system-overview,/admin/system-overview,false,http://localhost:3000/admin/system-overview,http://localhost:3000/admin/system-overview,http://demo.localhost:3000/admin/system-overview,http://admin.localhost:3000/admin/system-overview,apps/web/src/app/(main)/admin/system-overview/page.tsx,
page,/admin/teams,/admin/teams,false,http://localhost:3000/admin/teams,http://localhost:3000/admin/teams,http://demo.localhost:3000/admin/teams,http://admin.localhost:3000/admin/teams,apps/web/src/app/(main)/admin/teams/page.tsx,
page,/admin/users,/admin/users,false,http://localhost:3000/admin/users,http://localhost:3000/admin/users,http://demo.localhost:3000/admin/users,http://admin.localhost:3000/admin/users,apps/web/src/app/(main)/admin/users/page.tsx,
api,/api/admin/application-offers/[offerId]/pdf,/api/admin/application-offers/example/pdf,true,http://localhost:3000/api/admin/application-offers/example/pdf,http://localhost:3000/api/admin/application-offers/example/pdf,http://demo.localhost:3000/api/admin/application-offers/example/pdf,http://admin.localhost:3000/api/admin/application-offers/example/pdf,apps/web/src/app/api/admin/application-offers/[offerId]/pdf/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/admin/custom-roles,/api/admin/custom-roles,false,http://localhost:3000/api/admin/custom-roles,http://localhost:3000/api/admin/custom-roles,http://demo.localhost:3000/api/admin/custom-roles,http://admin.localhost:3000/api/admin/custom-roles,apps/web/src/app/api/admin/custom-roles/route.ts,
api,/api/admin/custom-roles/[roleId],/api/admin/custom-roles/example,true,http://localhost:3000/api/admin/custom-roles/example,http://localhost:3000/api/admin/custom-roles/example,http://demo.localhost:3000/api/admin/custom-roles/example,http://admin.localhost:3000/api/admin/custom-roles/example,apps/web/src/app/api/admin/custom-roles/[roleId]/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/admin/invite-member,/api/admin/invite-member,false,http://localhost:3000/api/admin/invite-member,http://localhost:3000/api/admin/invite-member,http://demo.localhost:3000/api/admin/invite-member,http://admin.localhost:3000/api/admin/invite-member,apps/web/src/app/api/admin/invite-member/route.ts,
api,/api/admin/job-applications/[id]/cv,/api/admin/job-applications/example/cv,true,http://localhost:3000/api/admin/job-applications/example/cv,http://localhost:3000/api/admin/job-applications/example/cv,http://demo.localhost:3000/api/admin/job-applications/example/cv,http://admin.localhost:3000/api/admin/job-applications/example/cv,apps/web/src/app/api/admin/job-applications/[id]/cv/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/admin/members/assign-role,/api/admin/members/assign-role,false,http://localhost:3000/api/admin/members/assign-role,http://localhost:3000/api/admin/members/assign-role,http://demo.localhost:3000/api/admin/members/assign-role,http://admin.localhost:3000/api/admin/members/assign-role,apps/web/src/app/api/admin/members/assign-role/route.ts,
api,/api/admin/members/assignable-roles,/api/admin/members/assignable-roles,false,http://localhost:3000/api/admin/members/assignable-roles,http://localhost:3000/api/admin/members/assignable-roles,http://demo.localhost:3000/api/admin/members/assignable-roles,http://admin.localhost:3000/api/admin/members/assignable-roles,apps/web/src/app/api/admin/members/assignable-roles/route.ts,
api,/api/admin/members/[userId]/permission-overrides,/api/admin/members/example/permission-overrides,true,http://localhost:3000/api/admin/members/example/permission-overrides,http://localhost:3000/api/admin/members/example/permission-overrides,http://demo.localhost:3000/api/admin/members/example/permission-overrides,http://admin.localhost:3000/api/admin/members/example/permission-overrides,apps/web/src/app/api/admin/members/[userId]/permission-overrides/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/admin/members/update-reports-to,/api/admin/members/update-reports-to,false,http://localhost:3000/api/admin/members/update-reports-to,http://localhost:3000/api/admin/members/update-reports-to,http://demo.localhost:3000/api/admin/members/update-reports-to,http://admin.localhost:3000/api/admin/members/update-reports-to,apps/web/src/app/api/admin/members/update-reports-to/route.ts,
api,/api/admin/permissions/bootstrap,/api/admin/permissions/bootstrap,false,http://localhost:3000/api/admin/permissions/bootstrap,http://localhost:3000/api/admin/permissions/bootstrap,http://demo.localhost:3000/api/admin/permissions/bootstrap,http://admin.localhost:3000/api/admin/permissions/bootstrap,apps/web/src/app/api/admin/permissions/bootstrap/route.ts,
api,/api/admin/resend-access-email,/api/admin/resend-access-email,false,http://localhost:3000/api/admin/resend-access-email,http://localhost:3000/api/admin/resend-access-email,http://demo.localhost:3000/api/admin/resend-access-email,http://admin.localhost:3000/api/admin/resend-access-email,apps/web/src/app/api/admin/resend-access-email/route.ts,
api,/api/admin/roles,/api/admin/roles,false,http://localhost:3000/api/admin/roles,http://localhost:3000/api/admin/roles,http://demo.localhost:3000/api/admin/roles,http://admin.localhost:3000/api/admin/roles,apps/web/src/app/api/admin/roles/route.ts,
api,/api/admin/roles/[roleId],/api/admin/roles/example,true,http://localhost:3000/api/admin/roles/example,http://localhost:3000/api/admin/roles/example,http://demo.localhost:3000/api/admin/roles/example,http://admin.localhost:3000/api/admin/roles/example,apps/web/src/app/api/admin/roles/[roleId]/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/admin/rota-sheets-import,/api/admin/rota-sheets-import,false,http://localhost:3000/api/admin/rota-sheets-import,http://localhost:3000/api/admin/rota-sheets-import,http://demo.localhost:3000/api/admin/rota-sheets-import,http://admin.localhost:3000/api/admin/rota-sheets-import,apps/web/src/app/api/admin/rota-sheets-import/route.ts,
api,/api/broadcasts/summarize,/api/broadcasts/summarize,false,http://localhost:3000/api/broadcasts/summarize,http://localhost:3000/api/broadcasts/summarize,http://demo.localhost:3000/api/broadcasts/summarize,http://admin.localhost:3000/api/broadcasts/summarize,apps/web/src/app/api/broadcasts/summarize/route.ts,
api,/api/google/oauth/callback,/api/google/oauth/callback,false,http://localhost:3000/api/google/oauth/callback,http://localhost:3000/api/google/oauth/callback,http://demo.localhost:3000/api/google/oauth/callback,http://admin.localhost:3000/api/google/oauth/callback,apps/web/src/app/api/google/oauth/callback/route.ts,
api,/api/google/oauth/start,/api/google/oauth/start,false,http://localhost:3000/api/google/oauth/start,http://localhost:3000/api/google/oauth/start,http://demo.localhost:3000/api/google/oauth/start,http://admin.localhost:3000/api/google/oauth/start,apps/web/src/app/api/google/oauth/start/route.ts,
api,/api/health,/api/health,false,http://localhost:3000/api/health,http://localhost:3000/api/health,http://demo.localhost:3000/api/health,http://admin.localhost:3000/api/health,apps/web/src/app/api/health/route.ts,
api,/api/hr/medical-notes,/api/hr/medical-notes,false,http://localhost:3000/api/hr/medical-notes,http://localhost:3000/api/hr/medical-notes,http://demo.localhost:3000/api/hr/medical-notes,http://admin.localhost:3000/api/hr/medical-notes,apps/web/src/app/api/hr/medical-notes/route.ts,
api,/api/hr/medical-notes/[id]/reveal,/api/hr/medical-notes/example/reveal,true,http://localhost:3000/api/hr/medical-notes/example/reveal,http://localhost:3000/api/hr/medical-notes/example/reveal,http://demo.localhost:3000/api/hr/medical-notes/example/reveal,http://admin.localhost:3000/api/hr/medical-notes/example/reveal,apps/web/src/app/api/hr/medical-notes/[id]/reveal/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/hr/records/export,/api/hr/records/export,false,http://localhost:3000/api/hr/records/export,http://localhost:3000/api/hr/records/export,http://demo.localhost:3000/api/hr/records/export,http://admin.localhost:3000/api/hr/records/export,apps/web/src/app/api/hr/records/export/route.ts,
api,/api/hr/training-records,/api/hr/training-records,false,http://localhost:3000/api/hr/training-records,http://localhost:3000/api/hr/training-records,http://demo.localhost:3000/api/hr/training-records,http://admin.localhost:3000/api/hr/training-records,apps/web/src/app/api/hr/training-records/route.ts,
api,/api/hr/training-records/[recordId],/api/hr/training-records/example,true,http://localhost:3000/api/hr/training-records/example,http://localhost:3000/api/hr/training-records/example,http://demo.localhost:3000/api/hr/training-records/example,http://admin.localhost:3000/api/hr/training-records/example,apps/web/src/app/api/hr/training-records/[recordId]/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/org-logo/lookup,/api/org-logo/lookup,false,http://localhost:3000/api/org-logo/lookup,http://localhost:3000/api/org-logo/lookup,http://demo.localhost:3000/api/org-logo/lookup,http://admin.localhost:3000/api/org-logo/lookup,apps/web/src/app/api/org-logo/lookup/route.ts,
api,/api/org-logo/suggest-colors,/api/org-logo/suggest-colors,false,http://localhost:3000/api/org-logo/suggest-colors,http://localhost:3000/api/org-logo/suggest-colors,http://demo.localhost:3000/api/org-logo/suggest-colors,http://admin.localhost:3000/api/org-logo/suggest-colors,apps/web/src/app/api/org-logo/suggest-colors/route.ts,
api,/api/org-logo/upload,/api/org-logo/upload,false,http://localhost:3000/api/org-logo/upload,http://localhost:3000/api/org-logo/upload,http://demo.localhost:3000/api/org-logo/upload,http://admin.localhost:3000/api/org-logo/upload,apps/web/src/app/api/org-logo/upload/route.ts,
api,/api/payroll/bank-details,/api/payroll/bank-details,false,http://localhost:3000/api/payroll/bank-details,http://localhost:3000/api/payroll/bank-details,http://demo.localhost:3000/api/payroll/bank-details,http://admin.localhost:3000/api/payroll/bank-details,apps/web/src/app/api/payroll/bank-details/route.ts,
api,/api/payroll/bank-details/[id]/approve,/api/payroll/bank-details/example/approve,true,http://localhost:3000/api/payroll/bank-details/example/approve,http://localhost:3000/api/payroll/bank-details/example/approve,http://demo.localhost:3000/api/payroll/bank-details/example/approve,http://admin.localhost:3000/api/payroll/bank-details/example/approve,apps/web/src/app/api/payroll/bank-details/[id]/approve/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/payroll/bank-details/[id]/reject,/api/payroll/bank-details/example/reject,true,http://localhost:3000/api/payroll/bank-details/example/reject,http://localhost:3000/api/payroll/bank-details/example/reject,http://demo.localhost:3000/api/payroll/bank-details/example/reject,http://admin.localhost:3000/api/payroll/bank-details/example/reject,apps/web/src/app/api/payroll/bank-details/[id]/reject/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/payroll/bank-details/[id]/reveal,/api/payroll/bank-details/example/reveal,true,http://localhost:3000/api/payroll/bank-details/example/reveal,http://localhost:3000/api/payroll/bank-details/example/reveal,http://demo.localhost:3000/api/payroll/bank-details/example/reveal,http://admin.localhost:3000/api/payroll/bank-details/example/reveal,apps/web/src/app/api/payroll/bank-details/[id]/reveal/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/payroll/bank-details/export,/api/payroll/bank-details/export,false,http://localhost:3000/api/payroll/bank-details/export,http://localhost:3000/api/payroll/bank-details/export,http://demo.localhost:3000/api/payroll/bank-details/export,http://admin.localhost:3000/api/payroll/bank-details/export,apps/web/src/app/api/payroll/bank-details/export/route.ts,
api,/api/payroll/tax-documents/export,/api/payroll/tax-documents/export,false,http://localhost:3000/api/payroll/tax-documents/export,http://localhost:3000/api/payroll/tax-documents/export,http://demo.localhost:3000/api/payroll/tax-documents/export,http://admin.localhost:3000/api/payroll/tax-documents/export,apps/web/src/app/api/payroll/tax-documents/export/route.ts,
api,/api/payroll/uk-tax,/api/payroll/uk-tax,false,http://localhost:3000/api/payroll/uk-tax,http://localhost:3000/api/payroll/uk-tax,http://demo.localhost:3000/api/payroll/uk-tax,http://admin.localhost:3000/api/payroll/uk-tax,apps/web/src/app/api/payroll/uk-tax/route.ts,
api,/api/payroll/uk-tax/[id]/approve,/api/payroll/uk-tax/example/approve,true,http://localhost:3000/api/payroll/uk-tax/example/approve,http://localhost:3000/api/payroll/uk-tax/example/approve,http://demo.localhost:3000/api/payroll/uk-tax/example/approve,http://admin.localhost:3000/api/payroll/uk-tax/example/approve,apps/web/src/app/api/payroll/uk-tax/[id]/approve/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/payroll/uk-tax/[id]/reject,/api/payroll/uk-tax/example/reject,true,http://localhost:3000/api/payroll/uk-tax/example/reject,http://localhost:3000/api/payroll/uk-tax/example/reject,http://demo.localhost:3000/api/payroll/uk-tax/example/reject,http://admin.localhost:3000/api/payroll/uk-tax/example/reject,apps/web/src/app/api/payroll/uk-tax/[id]/reject/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/payroll/uk-tax/[id]/reveal,/api/payroll/uk-tax/example/reveal,true,http://localhost:3000/api/payroll/uk-tax/example/reveal,http://localhost:3000/api/payroll/uk-tax/example/reveal,http://demo.localhost:3000/api/payroll/uk-tax/example/reveal,http://admin.localhost:3000/api/payroll/uk-tax/example/reveal,apps/web/src/app/api/payroll/uk-tax/[id]/reveal/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/payroll/uk-tax/export,/api/payroll/uk-tax/export,false,http://localhost:3000/api/payroll/uk-tax/export,http://localhost:3000/api/payroll/uk-tax/export,http://demo.localhost:3000/api/payroll/uk-tax/export,http://admin.localhost:3000/api/payroll/uk-tax/export,apps/web/src/app/api/payroll/uk-tax/export/route.ts,
api,/api/payroll/wagesheets/export-xlsx,/api/payroll/wagesheets/export-xlsx,false,http://localhost:3000/api/payroll/wagesheets/export-xlsx,http://localhost:3000/api/payroll/wagesheets/export-xlsx,http://demo.localhost:3000/api/payroll/wagesheets/export-xlsx,http://admin.localhost:3000/api/payroll/wagesheets/export-xlsx,apps/web/src/app/api/payroll/wagesheets/export-xlsx/route.ts,
api,/api/privacy/erasure-requests,/api/privacy/erasure-requests,false,http://localhost:3000/api/privacy/erasure-requests,http://localhost:3000/api/privacy/erasure-requests,http://demo.localhost:3000/api/privacy/erasure-requests,http://admin.localhost:3000/api/privacy/erasure-requests,apps/web/src/app/api/privacy/erasure-requests/route.ts,
api,/api/privacy/erasure-requests/[id]/execute,/api/privacy/erasure-requests/example/execute,true,http://localhost:3000/api/privacy/erasure-requests/example/execute,http://localhost:3000/api/privacy/erasure-requests/example/execute,http://demo.localhost:3000/api/privacy/erasure-requests/example/execute,http://admin.localhost:3000/api/privacy/erasure-requests/example/execute,apps/web/src/app/api/privacy/erasure-requests/[id]/execute/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/privacy/erasure-requests/[id]/preview,/api/privacy/erasure-requests/example/preview,true,http://localhost:3000/api/privacy/erasure-requests/example/preview,http://localhost:3000/api/privacy/erasure-requests/example/preview,http://demo.localhost:3000/api/privacy/erasure-requests/example/preview,http://admin.localhost:3000/api/privacy/erasure-requests/example/preview,apps/web/src/app/api/privacy/erasure-requests/[id]/preview/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/privacy/erasure-requests/[id]/review,/api/privacy/erasure-requests/example/review,true,http://localhost:3000/api/privacy/erasure-requests/example/review,http://localhost:3000/api/privacy/erasure-requests/example/review,http://demo.localhost:3000/api/privacy/erasure-requests/example/review,http://admin.localhost:3000/api/privacy/erasure-requests/example/review,apps/web/src/app/api/privacy/erasure-requests/[id]/review/route.ts,"Dynamic route converted with placeholder ""example"""
api,/api/privacy/retention-policies,/api/privacy/retention-policies,false,http://localhost:3000/api/privacy/retention-policies,http://localhost:3000/api/privacy/retention-policies,http://demo.localhost:3000/api/privacy/retention-policies,http://admin.localhost:3000/api/privacy/retention-policies,apps/web/src/app/api/privacy/retention-policies/route.ts,
api,/api/push-token,/api/push-token,false,http://localhost:3000/api/push-token,http://localhost:3000/api/push-token,http://demo.localhost:3000/api/push-token,http://admin.localhost:3000/api/push-token,apps/web/src/app/api/push-token/route.ts,
api,/api/resources/chat,/api/resources/chat,false,http://localhost:3000/api/resources/chat,http://localhost:3000/api/resources/chat,http://demo.localhost:3000/api/resources/chat,http://admin.localhost:3000/api/resources/chat,apps/web/src/app/api/resources/chat/route.ts,
api,/api/resources/summarize,/api/resources/summarize,false,http://localhost:3000/api/resources/summarize,http://localhost:3000/api/resources/summarize,http://demo.localhost:3000/api/resources/summarize,http://admin.localhost:3000/api/resources/summarize,apps/web/src/app/api/resources/summarize/route.ts,
api,/api/unsplash/photos,/api/unsplash/photos,false,http://localhost:3000/api/unsplash/photos,http://localhost:3000/api/unsplash/photos,http://demo.localhost:3000/api/unsplash/photos,http://admin.localhost:3000/api/unsplash/photos,apps/web/src/app/api/unsplash/photos/route.ts,
api,/api/unsplash/track-download,/api/unsplash/track-download,false,http://localhost:3000/api/unsplash/track-download,http://localhost:3000/api/unsplash/track-download,http://demo.localhost:3000/api/unsplash/track-download,http://admin.localhost:3000/api/unsplash/track-download,apps/web/src/app/api/unsplash/track-download/route.ts,
page,/attendance,/attendance,false,http://localhost:3000/attendance,http://localhost:3000/attendance,http://demo.localhost:3000/attendance,http://admin.localhost:3000/attendance,apps/web/src/app/(main)/attendance/page.tsx,
page,/auth/callback,/auth/callback,false,http://localhost:3000/auth/callback,http://localhost:3000/auth/callback,http://demo.localhost:3000/auth/callback,http://admin.localhost:3000/auth/callback,apps/web/src/app/auth/callback/page.tsx,
api,/auth/confirm,/auth/confirm,false,http://localhost:3000/auth/confirm,http://localhost:3000/auth/confirm,http://demo.localhost:3000/auth/confirm,http://admin.localhost:3000/auth/confirm,apps/web/src/app/auth/confirm/route.ts,
page,/auth/set-password,/auth/set-password,false,http://localhost:3000/auth/set-password,http://localhost:3000/auth/set-password,http://demo.localhost:3000/auth/set-password,http://admin.localhost:3000/auth/set-password,apps/web/src/app/auth/set-password/page.tsx,
page,/broadcasts,/broadcasts,false,http://localhost:3000/broadcasts,http://localhost:3000/broadcasts,http://demo.localhost:3000/broadcasts,http://admin.localhost:3000/broadcasts,apps/web/src/app/(main)/broadcasts/page.tsx,
page,/broadcasts/[id],/broadcasts/example,true,http://localhost:3000/broadcasts/example,http://localhost:3000/broadcasts/example,http://demo.localhost:3000/broadcasts/example,http://admin.localhost:3000/broadcasts/example,apps/web/src/app/(main)/broadcasts/[id]/page.tsx,"Dynamic route converted with placeholder ""example"""
